synID,ID,label,type
3517,A366630,1,A
3518,A101467,1,A
3519,A42866,1,A
3520,A19620,2,A
3521,A26030,1,A
3522,A16577,2,A
3523,A8966,0,A
3524,A34921,3,A
3525,A135203,3,A
3526,A196968,1,A
3527,A438260,0,A
3528,A114008,1,A
3529,A243946,2,A
3530,A15218,2,A
3531,A261155,0,A
3532,A422569,0,A
3533,A96479,1,A
3534,A198384,0,A
3535,A422241,0,A
3536,A34105,0,A
3537,A366500,1,A
3538,A112737,3,A
3539,A38878,1,A
3540,A15364,3,A
3541,A175658,3,A
3542,A18550,2,A
3543,A394419,0,A
3544,A421255,3,A
3545,A421540,3,A
3546,A421403,3,A
3547,A20644,2,A
3548,A124358,0,A
3549,A171390,3,A
3550,A359602,3,A
3551,A52952,3,A
3552,A286437,1,A
3553,A117876,0,A
3554,A34506,0,A
3555,A22319,0,A
3556,A421229,3,A
3557,A281065,3,A
3558,A421078,3,A
3559,A38174,1,A
3560,A422729,0,A
3561,A438235,0,A
3562,A303388,3,A
3563,A114406,3,A
3564,A4802,0,A
3565,A84163,1,A
3566,A16259,1,A
3567,A34398,0,A
3568,A236840,0,A
3569,A366594,2,A
3570,A238204,1,A
3571,A29675,3,A
3572,A421466,3,A
3573,A17211,1,A
3574,A421351,3,A
3575,A16201,3,A
3576,A19762,2,A
3577,A18300,1,A
3578,A160212,1,A
3579,A34195,0,A
3580,A34533,0,A
3581,A157912,3,A
3582,A76863,3,A
3583,A421312,3,A
3584,A39796,3,A
3585,A15904,2,A
3586,A102551,0,A
3587,A167395,2,A
3588,A15701,2,A
3589,A113763,3,A
3590,A49947,0,A
3591,A149488,1,A
3592,A61834,3,A
3593,A22870,1,A
3594,A18053,2,A
3595,A114981,0,A
3596,A17869,1,A
3597,A34162,0,A
3598,A12184,0,A
3599,A16635,2,A
3600,A15889,2,A
3601,A15607,2,A
3602,A61860,0,A
3603,A28907,2,A
3604,A29293,0,A
3605,A438138,0,A
3606,A62083,1,A
3607,A20181,2,A
3608,A42711,2,A
3609,A148992,3,A
3610,A55065,0,A
3611,A42620,1,A
3612,A15578,2,A
3613,A114699,3,A
3614,A173220,2,A
3615,A364286,3,A
3616,A18654,2,A
3617,A34667,3,A
3618,A149075,1,A
3619,A421348,3,A
3620,A17164,2,A
3621,A48693,2,A
3622,A156115,0,A
3623,A291166,1,A
3624,A421470,3,A
3625,A106551,3,A
3626,A114506,0,A
3627,A421495,3,A
3628,A114338,3,A
3629,A421394,3,A
3630,A438421,0,A
3631,A421393,3,A
3632,A25313,2,A
3633,A85807,0,A
3634,A438694,0,A
3635,A9329,1,A
3636,A260544,0,A
3637,A261272,0,A
3638,A261210,1,A
3639,A182444,2,A
3640,A19793,2,A
3641,A250603,1,A
3642,A114717,3,A
3643,A175502,0,A
3644,A316258,2,A
3645,A114193,0,A
3646,A19661,1,A
3647,A421057,3,A
3648,A156680,3,A
3649,A20512,2,A
3650,A16270,1,A
3651,A82132,0,A
3652,A34586,0,A
3653,A19332,2,A
3654,A230598,0,A
3655,A34494,1,A
3656,A302319,1,A
3657,A12259,0,A
3658,A16865,2,A
3659,A28315,1,A
3660,A50635,2,A
3661,A59202,0,A
3662,A276189,3,A
3663,A152640,0,A
3664,A421182,3,A
3665,A422579,0,A
3666,A438586,0,A
3667,A130908,1,A
3668,A113886,3,A
3669,A422384,0,A
3670,A37316,0,A
3671,A35429,3,A
3672,A34638,1,A
3673,A324102,1,A
3674,A37868,3,A
3675,A421163,3,A
3676,A79032,1,A
3677,A113683,1,A
3678,A26887,3,A
3679,A164884,0,A
3680,A26699,3,A
3681,A17613,1,A
3682,A152289,0,A
3683,A871,1,A
3684,A6114,3,A
3685,A388820,0,A
3686,A72610,1,A
3687,A260749,0,A
3688,A20850,3,A
3689,A30556,2,A
3690,A91213,0,A
3691,A52247,3,A
3692,A20244,2,A
3693,A438514,0,A
3694,A15659,2,A
3695,A69101,1,A
3696,A261239,0,A
3697,A47820,0,A
3698,A20775,1,A
3699,A20388,2,A
3700,A34306,1,A
3701,A260808,0,A
3702,A65515,3,A
3703,A19782,2,A
3704,A55670,1,A
3705,A15481,2,A
3706,A68916,0,A
3707,A438527,0,A
3708,A173494,1,A
3709,A130331,0,A
3710,A154894,0,A
3711,A17240,3,A
3712,A82054,0,A
3713,A116692,3,A
3714,A391137,1,A
3715,A117307,3,A
3716,A422189,0,A
3717,A261165,1,A
3718,A17317,2,A
3719,A88766,3,A
3720,A157971,3,A
3721,A18291,2,A
3722,A12551,0,A
3723,A366460,1,A
3724,A109729,3,A
3725,A201160,1,A
3726,A20131,1,A
3727,A3628,3,A
3728,A26629,3,A
3729,A19022,2,A
3730,A114404,0,A
3731,A114459,3,A
3732,A114386,0,A
3733,A16988,2,A
3734,A316574,2,A
3735,A261171,0,A
3736,A18123,1,A
3737,A27077,3,A
3738,A13226,0,A
3739,A152601,0,A
3740,A366485,1,A
3741,A168850,2,A
3742,A34719,1,A
3743,A11964,3,A
3744,A38338,2,A
3745,A56335,3,A
3746,A27569,3,A
3747,A260366,0,A
3748,A16818,2,A
3749,A116707,3,A
3750,A123675,2,A
3751,A20201,2,A
3752,A114634,3,A
3753,A421595,3,A
3754,A33782,2,A
3755,A422732,0,A
3756,A16737,2,A
3757,A35605,0,A
3758,A438542,0,A
3759,A51857,1,A
3760,A171265,3,A
3761,A28261,3,A
3762,A307770,0,A
3763,A17770,2,A
3764,A27361,3,A
3765,A18390,2,A
3766,A260921,0,A
3767,A48880,3,A
3768,A128854,0,A
3769,A30066,1,A
3770,A85898,0,A
3771,A87329,3,A
3772,A16128,2,A
3773,A184902,3,A
3774,A422398,0,A
3775,A363610,3,A
3776,A345549,3,A
3777,A152579,0,A
3778,A324616,3,A
3779,A34694,1,A
3780,A61492,1,A
3781,A366498,1,A
3782,A173727,1,A
3783,A16515,2,A
3784,A114295,3,A
3785,A421084,3,A
3786,A229862,0,A
3787,A156721,0,A
3788,A28746,0,A
3789,A15554,2,A
3790,A15645,2,A
3791,A152247,1,A
3792,A50623,2,A
3793,A366476,1,A
3794,A44170,2,A
3795,A294269,3,A
3796,A26318,0,A
3797,A20515,2,A
3798,A34769,0,A
3799,A17668,0,A
3800,A261179,0,A
3801,A7964,0,A
3802,A421228,3,A
3803,A16619,2,A
3804,A138576,2,A
3805,A52188,3,A
3806,A17386,2,A
3807,A22727,0,A
3808,A35053,3,A
3809,A8242,1,A
3810,A46502,0,A
3811,A15732,2,A
3812,A13319,1,A
3813,A20480,2,A
3814,A170213,0,A
3815,A283085,1,A
3816,A15986,2,A
3817,A422580,0,A
3818,A34300,0,A
3819,A12350,0,A
3820,A17319,2,A
3821,A15152,2,A
3822,A3362,3,A
3823,A48642,2,A
3824,A13125,0,A
3825,A114017,0,A
3826,A113170,0,A
3827,A16911,3,A
3828,A16897,2,A
3829,A438548,0,A
3830,A18664,2,A
3831,A261679,1,A
3832,A78624,1,A
3833,A422493,0,A
3834,A19870,2,A
3835,A1288,3,A
3836,A15272,2,A
3837,A17866,2,A
3838,A157388,3,A
3839,A95318,0,A
3840,A128643,3,A
3841,A123879,3,A
3842,A106955,3,A
3843,A111302,3,A
3844,A19428,2,A
3845,A83916,0,A
3846,A18869,3,A
3847,A105295,1,A
3848,A38848,0,A
3849,A152281,3,A
3850,A261182,0,A
3851,A171326,3,A
3852,A19610,2,A
3853,A19443,2,A
3854,A50034,0,A
3855,A261639,1,A
3856,A438467,0,A
3857,A72111,1,A
3858,A421380,3,A
3859,A438388,0,A
3860,A77994,0,A
3861,A17671,2,A
3862,A16845,0,A
3863,A18336,2,A
3864,A15795,2,A
3865,A262027,1,A
3866,A408326,3,A
3867,A114061,3,A
3868,A17840,1,A
3869,A17230,2,A
3870,A261376,0,A
3871,A17569,2,A
3872,A366455,1,A
3873,A124040,3,A
3874,A18073,2,A
3875,A421051,3,A
3876,A30011,1,A
3877,A37741,2,A
3878,A17161,2,A
3879,A175610,1,A
3880,A160668,0,A
3881,A366209,1,A
3882,A26505,3,A
3883,A16896,2,A
3884,A35886,1,A
3885,A163711,1,A
3886,A303479,1,A
3887,A421170,3,A
3888,A15700,2,A
3889,A48481,0,A
3890,A282802,2,A
3891,A48752,3,A
3892,A141945,0,A
3893,A18118,2,A
3894,A421147,3,A
3895,A85831,3,A
3896,A134013,1,A
3897,A19962,2,A
3898,A421415,3,A
3899,A15201,2,A
3900,A6143,1,A
3901,A19627,0,A
3902,A26466,3,A
3903,A366441,1,A
3904,A260320,0,A
3905,A421300,3,A
3906,A9222,3,A
3907,A17489,3,A
3908,A421220,3,A
3909,A88162,2,A
3910,A22312,0,A
3911,A6890,0,A
3912,A12403,2,A
3913,A231146,3,A
3914,A15420,2,A
3915,A11983,2,A
3916,A9391,0,A
3917,A52093,1,A
3918,A3530,0,A
3919,A226,2,A
3920,A14513,1,A
3921,A366633,1,A
3922,A149010,0,A
3923,A139241,1,A
3924,A78140,3,A
3925,A260916,1,A
3926,A289823,1,A
3927,A421361,3,A
3928,A261238,0,A
3929,A69858,0,A
3930,A18330,3,A
3931,A20279,2,A
3932,A366219,1,A
3933,A96971,0,A
3934,A261460,1,A
3935,A316305,2,A
3936,A48797,3,A
3937,A56091,1,A
3938,A114175,3,A
3939,A366291,1,A
3940,A154064,0,A
3941,A108801,3,A
3942,A29642,0,A
3943,A407078,0,A
3944,A33875,0,A
3945,A218980,0,A
3946,A366362,1,A
3947,A20428,2,A
3948,A113824,1,A
3949,A113718,1,A
3950,A114544,3,A
3951,A20449,2,A
3952,A31229,1,A
3953,A117452,3,A
3954,A15493,2,A
3955,A89464,3,A
3956,A366499,1,A
3957,A22978,2,A
3958,A173722,0,A
3959,A422410,0,A
3960,A316710,2,A
3961,A113673,3,A
3962,A260890,0,A
3963,A113851,0,A
3964,A9024,1,A
3965,A20357,2,A
3966,A16039,2,A
3967,A101634,0,A
3968,A196369,0,A
3969,A400790,3,A
3970,A9465,1,A
3971,A366247,2,A
3972,A16830,2,A
3973,A15283,2,A
3974,A421435,3,A
3975,A176393,3,A
3976,A38881,0,A
3977,A175536,0,A
3978,A31852,0,A
3979,A83853,1,A
3980,A56678,1,A
3981,A421562,3,A
3982,A421421,3,A
3983,A238117,2,A
3984,A152243,1,A
3985,A261249,0,A
3986,A27089,3,A
3987,A12351,3,A
3988,A20265,2,A
3989,A38767,1,A
3990,A175740,3,A
3991,A149261,0,A
3992,A316266,2,A
3993,A98765,0,A
3994,A113753,0,A
3995,A16094,2,A
3996,A113696,0,A
3997,A226772,1,A
3998,A26293,2,A
3999,A16677,2,A
4000,A422460,0,A
4001,A122263,1,A
4002,A117308,3,A
4003,A8450,1,A
4004,A18752,3,A
4005,A2245,0,A
4006,A163973,0,A
4007,A260341,0,A
4008,A422135,0,A
4009,A16918,2,A
4010,A260391,0,A
4011,A16849,0,A
4012,A18141,2,A
4013,A78117,0,A
4014,A50694,1,A
4015,A15359,2,A
4016,A421065,1,A
4017,A15787,2,A
4018,A16378,2,A
4019,A33507,0,A
4020,A17312,2,A
4021,A19278,2,A
4022,A20646,2,A
4023,A131685,1,A
4024,A259027,0,A
4025,A20197,3,A
4026,A379130,3,A
4027,A381536,3,A
4028,A260181,0,A
4029,A198463,1,A
4030,A155329,3,A
4031,A78335,0,A
4032,A315952,2,A
4033,A114051,3,A
4034,A3293,3,A
4035,A77818,3,A
4036,A77828,0,A
4037,A27020,3,A
4038,A26214,3,A
4039,A421909,0,A
4040,A421338,3,A
4041,A113274,3,A
4042,A114018,0,A
4043,A20801,2,A
4044,A438438,0,A
4045,A35663,0,A
4046,A181478,3,A
4047,A113647,0,A
4048,A33804,3,A
4049,A76051,3,A
4050,A19835,2,A
4051,A19657,2,A
4052,A164099,1,A
4053,A74829,1,A
4054,A20234,2,A
4055,A438238,0,A
4056,A22674,0,A
0,C2504,,C
1,C3594,,C
2,C1801,,C
3,C597,,C
4,C1902,,C
5,C1194,,C
6,C3230,,C
7,C3027,,C
8,C755,,C
9,C36,,C
10,C3011,,C
11,C2934,,C
12,C1201,,C
13,C3318,,C
14,C1798,,C
15,C3771,,C
16,C1234,,C
17,C4096,,C
18,C3329,,C
19,C2180,,C
0,P276746,,P
1,P556427,,P
2,P554181,,P
3,P436942,,P
4,P8715,,P
5,P275258,,P
6,P275936,,P
7,P596384,,P
8,P11867,,P
9,P278940,,P
10,P358512,,P
11,P536252,,P
12,P276114,,P
13,P504497,,P
14,P500972,,P
15,P437045,,P
16,P360763,,P
17,P556180,,P
18,P162745,,P
19,P551373,,P
20,P86399,,P
21,P358095,,P
22,P278336,,P
23,P556352,,P
24,P8343,,P
25,P10953,,P
26,P278093,,P
27,P597580,,P
28,P596320,,P
29,P275411,,P
30,P276247,,P
31,P626939,,P
32,P551290,,P
33,P551841,,P
34,P536217,,P
35,P551096,,P
36,P597697,,P
37,P437304,,P
38,P436471,,P
39,P595765,,P
40,P360738,,P
41,P486589,,P
42,P536543,,P
43,P554581,,P
44,P556073,,P
45,P597346,,P
46,P359099,,P
47,P360913,,P
48,P308762,,P
49,P596108,,P
50,P357199,,P
51,P11452,,P
52,P500625,,P
53,P86206,,P
54,P554123,,P
55,P500637,,P
56,P551261,,P
57,P554848,,P
58,P8702,,P
59,P358723,,P
60,P550807,,P
61,P595591,,P
62,P436364,,P
63,P357812,,P
64,P117682,,P
65,P10703,,P
66,P358838,,P
67,P85787,,P
68,P554767,,P
69,P117825,,P
70,P309845,,P
71,P278468,,P
72,P359562,,P
73,P551690,,P
74,P7807,,P
75,P86815,,P
76,P486718,,P
77,P12250,,P
78,P12010,,P
79,P626135,,P
80,P10584,,P
81,P597008,,P
82,P360898,,P
83,P596298,,P
84,P157053,,P
85,P536409,,P
86,P275949,,P
87,P552172,,P
88,P536332,,P
89,P551336,,P
90,P360992,,P
91,P595873,,P
92,P85929,,P
93,P358397,,P
94,P536370,,P
95,P436917,,P
96,P11704,,P
97,P555155,,P
98,P595724,,P
99,P277370,,P
100,P596587,,P
101,P554265,,P
102,P597749,,P
103,P597014,,P
104,P158780,,P
105,P277693,,P
106,P308016,,P
107,P276909,,P
108,P556153,,P
109,P626619,,P
110,P278297,,P
111,P437213,,P
112,P550998,,P
113,P276952,,P
114,P278785,,P
115,P436651,,P
116,P436496,,P
117,P276848,,P
118,P358201,,P
119,P10530,,P
120,P359768,,P
121,P552568,,P
122,P595848,,P
123,P278218,,P
124,P555644,,P
125,P436836,,P
126,P436599,,P
127,P86522,,P
128,P360899,,P
129,P500845,,P
130,P10428,,P
131,P86545,,P
132,P275922,,P
133,P555995,,P
134,P10377,,P
135,P486691,,P
136,P627095,,P
137,P86407,,P
138,P357397,,P
139,P552424,,P
140,P357704,,P
141,P555087,,P
142,P358167,,P
143,P626376,,P
144,P597648,,P
145,P86330,,P
146,P86625,,P
147,P275830,,P
148,P597228,,P
149,P487024,,P
150,P8005,,P
151,P626429,,P
152,P11972,,P
153,P486624,,P
154,P156888,,P
155,P278903,,P
156,P275341,,P
157,P10621,,P
158,P536280,,P
159,P11833,,P
160,P159062,,P
161,P358111,,P
162,P551326,,P
163,P556286,,P
164,P595945,,P
165,P551414,,P
166,P436281,,P
167,P596153,,P
168,P550649,,P
169,P86203,,P
170,P436863,,P
171,P85673,,P
172,P556164,,P
173,P157128,,P
174,P158789,,P
175,P437161,,P
176,P595557,,P
177,P275871,,P
178,P627174,,P
179,P156899,,P
180,P595892,,P
181,P275675,,P
182,P536394,,P
183,P162826,,P
184,P10199,,P
185,P500576,,P
186,P7867,,P
187,P555674,,P
188,P10683,,P
189,P552592,,P
190,P554519,,P
191,P276518,,P
192,P503926,,P
193,P500464,,P
194,P556378,,P
195,P504355,,P
196,P8511,,P
197,P555771,,P
198,P309263,,P
199,P357669,,P
200,P360284,,P
201,P550741,,P
202,P555044,,P
203,P556197,,P
204,P357256,,P
205,P595334,,P
206,P555732,,P
207,P276073,,P
208,P360779,,P
209,P360885,,P
210,P358873,,P
211,P597357,,P
212,P436044,,P
213,P597745,,P
214,P552518,,P
215,P356660,,P
216,P162774,,P
217,P11221,,P
218,P357968,,P
219,P309621,,P
220,P11588,,P
221,P358365,,P
222,P597316,,P
223,P360849,,P
224,P9790,,P
225,P86222,,P
226,P504326,,P
227,P436255,,P
228,P357549,,P
229,P436394,,P
230,P162747,,P
231,P11209,,P
232,P163090,,P
233,P118053,,P
234,P275898,,P
235,P356785,,P
236,P436853,,P
237,P500525,,P
238,P555892,,P
239,P437221,,P
240,P275492,,P
241,P277843,,P
242,P278725,,P
243,P162506,,P
244,P552584,,P
245,P275248,,P
246,P360707,,P
247,P277224,,P
248,P487147,,P
249,P596726,,P
250,P595650,,P
251,P596245,,P
252,P360520,,P
253,P552672,,P
254,P276363,,P
255,P308381,,P
256,P556412,,P
257,P158757,,P
258,P86097,,P
259,P11173,,P
260,P85721,,P
261,P156812,,P
262,P504388,,P
263,P162725,,P
264,P361057,,P
265,P550973,,P
266,P500748,,P
267,P278140,,P
268,P504383,,P
269,P595749,,P
270,P551371,,P
271,P359282,,P
272,P85896,,P
273,P278945,,P
274,P11586,,P
275,P86382,,P
276,P360468,,P
277,P552329,,P
278,P11812,,P
279,P503886,,P
280,P554456,,P
281,P275378,,P
282,P596644,,P
283,P278755,,P
284,P9825,,P
285,P356943,,P
286,P486979,,P
287,P536585,,P
288,P360645,,P
289,P357759,,P
290,P9591,,P
291,P277285,,P
292,P359846,,P
293,P12089,,P
294,P9993,,P
295,P504150,,P
296,P551387,,P
297,P158822,,P
298,P556067,,P
299,P551593,,P
300,P595688,,P
301,P359827,,P
302,P86353,,P
303,P536241,,P
304,P550762,,P
305,P309796,,P
306,P552193,,P
307,P597547,,P
308,P436466,,P
309,P552691,,P
310,P504303,,P
311,P276184,,P
312,P551439,,P
313,P10461,,P
314,P552517,,P
315,P437425,,P
316,P9841,,P
317,P278453,,P
318,P437314,,P
319,P555285,,P
320,P278463,,P
321,P360708,,P
322,P551041,,P
323,P162737,,P
324,P551792,,P
325,P11952,,P
326,P504020,,P
327,P556426,,P
328,P555521,,P
329,P359686,,P
330,P436765,,P
331,P360937,,P
332,P358897,,P
333,P86602,,P
334,P596625,,P
335,P597705,,P
336,P7836,,P
337,P359580,,P
338,P536402,,P
339,P596666,,P
340,P159020,,P
341,P486925,,P
342,P596134,,P
343,P309803,,P
344,P436047,,P
345,P500626,,P
346,P504017,,P
347,P554431,,P
348,P555756,,P
349,P597326,,P
350,P625644,,P
351,P504313,,P
352,P277445,,P
353,P277485,,P
354,P8814,,P
355,P276737,,P
356,P554247,,P
357,P163084,,P
358,P360122,,P
359,P157137,,P
360,P554613,,P
361,P11632,,P
362,P86085,,P
363,P278398,,P
364,P278671,,P
365,P356832,,P
366,P309069,,P
367,P357834,,P
368,P85861,,P
369,P12267,,P
370,P11902,,P
371,P356895,,P
372,P595974,,P
373,P9640,,P
374,P277591,,P
375,P277821,,P
376,P436657,,P
377,P356941,,P
378,P163051,,P
379,P117596,,P
380,P10675,,P
381,P595461,,P
382,P159302,,P
383,P11526,,P
384,P86473,,P
385,P275084,,P
386,P309275,,P
387,P359022,,P
388,P504498,,P
389,P486886,,P
390,P536521,,P
391,P554764,,P
392,P437364,,P
393,P358504,,P
394,P278170,,P
395,P8649,,P
396,P159143,,P
397,P276741,,P
398,P552055,,P
399,P597613,,P
400,P551051,,P
401,P554525,,P
402,P556471,,P
403,P358802,,P
404,P437251,,P
405,P11923,,P
406,P8494,,P
407,P117035,,P
408,P276014,,P
409,P10884,,P
410,P552604,,P
411,P276449,,P
412,P595489,,P
413,P357556,,P
414,P597510,,P
415,P12085,,P
416,P536229,,P
417,P308615,,P
418,P437028,,P
419,P556324,,P
420,P597102,,P
421,P360279,,P
422,P277829,,P
423,P437396,,P
424,P278393,,P
425,P8137,,P
426,P86613,,P
427,P552535,,P
428,P596948,,P
429,P8485,,P
430,P277487,,P
431,P275445,,P
432,P503839,,P
433,P157082,,P
434,P276182,,P
435,P357059,,P
436,P595713,,P
437,P278085,,P
438,P86373,,P
439,P277162,,P
440,P275382,,P
441,P487111,,P
442,P596236,,P
443,P358938,,P
444,P359610,,P
445,P596383,,P
446,P275374,,P
447,P596469,,P
448,P625879,,P
449,P550784,,P
450,P276111,,P
451,P596009,,P
452,P85990,,P
453,P357030,,P
454,P308691,,P
455,P550760,,P
456,P595979,,P
457,P554791,,P
458,P278740,,P
459,P597605,,P
460,P597560,,P
461,P437185,,P
462,P358822,,P
463,P504059,,P
464,P626516,,P
465,P556385,,P
466,P357947,,P
467,P358875,,P
468,P437346,,P
469,P536528,,P
470,P277456,,P
471,P625561,,P
472,P487038,,P
473,P596577,,P
474,P277737,,P
475,P487553,,P
476,P86958,,P
477,P11746,,P
478,P275298,,P
479,P275523,,P
480,P308494,,P
481,P555580,,P
482,P277697,,P
483,P627235,,P
484,P275427,,P
485,P552345,,P
486,P555979,,P
487,P308501,,P
488,P9830,,P
489,P551779,,P
490,P556185,,P
491,P555759,,P
492,P7669,,P
493,P159157,,P
494,P85819,,P
495,P551477,,P
496,P277409,,P
497,P627223,,P
498,P357291,,P
499,P276236,,P
500,P86740,,P
501,P501042,,P
502,P436167,,P
503,P597313,,P
504,P118834,,P
505,P597529,,P
506,P10310,,P
507,P554778,,P
508,P597411,,P
509,P597517,,P
510,P436694,,P
511,P597189,,P
512,P275840,,P
513,P359025,,P
514,P309045,,P
515,P436474,,P
516,P551553,,P
517,P597265,,P
518,P435975,,P
519,P277751,,P
520,P551535,,P
521,P7803,,P
522,P500492,,P
523,P360123,,P
524,P551068,,P
525,P554527,,P
526,P437068,,P
527,P552197,,P
528,P9265,,P
529,P596393,,P
530,P627234,,P
531,P554501,,P
532,P626740,,P
533,P9693,,P
534,P361124,,P
535,P275674,,P
536,P278577,,P
537,P357937,,P
538,P436979,,P
539,P555029,,P
540,P595624,,P
541,P308145,,P
542,P597641,,P
543,P118818,,P
544,P552371,,P
545,P308740,,P
546,P360236,,P
547,P536531,,P
548,P625699,,P
549,P10971,,P
550,P11467,,P
551,P10340,,P
552,P359051,,P
553,P487079,,P
554,P554334,,P
555,P359915,,P
556,P552169,,P
557,P277301,,P
558,P554463,,P
559,P85675,,P
560,P278287,,P
561,P597300,,P
562,P487083,,P
563,P7632,,P
564,P357338,,P
565,P625606,,P
566,P595975,,P
567,P555447,,P
568,P436203,,P
569,P597630,,P
570,P8609,,P
571,P555680,,P
572,P117709,,P
573,P556091,,P
574,P551178,,P
575,P596857,,P
576,P436680,,P
577,P555557,,P
578,P596855,,P
579,P85702,,P
580,P504562,,P
581,P162921,,P
582,P625944,,P
583,P361135,,P
584,P10860,,P
585,P555679,,P
586,P8726,,P
587,P86659,,P
588,P436696,,P
589,P357480,,P
590,P11827,,P
591,P550714,,P
592,P276962,,P
593,P436399,,P
594,P156814,,P
595,P275584,,P
596,P276335,,P
597,P487120,,P
598,P551751,,P
599,P554911,,P
600,P11674,,P
601,P436119,,P
602,P158622,,P
603,P11750,,P
604,P554838,,P
605,P597797,,P
606,P503758,,P
607,P277279,,P
608,P596094,,P
609,P308308,,P
610,P359246,,P
611,P552693,,P
612,P360974,,P
613,P551236,,P
614,P278361,,P
615,P486681,,P
616,P277440,,P
617,P276003,,P
618,P308761,,P
619,P550753,,P
620,P556093,,P
621,P555090,,P
622,P8486,,P
623,P555687,,P
624,P486822,,P
625,P86581,,P
626,P654266,,P
627,P551956,,P
628,P555858,,P
629,P556241,,P
630,P278525,,P
631,P487156,,P
632,P276567,,P
633,P8008,,P
634,P276385,,P
635,P278455,,P
636,P359165,,P
637,P277328,,P
638,P500635,,P
639,P360720,,P
640,P555554,,P
641,P276699,,P
642,P360324,,P
643,P86131,,P
644,P163081,,P
645,P359195,,P
646,P552026,,P
647,P359070,,P
648,P8756,,P
649,P358632,,P
650,P357726,,P
651,P309252,,P
652,P550850,,P
653,P437247,,P
654,P597627,,P
655,P361123,,P
656,P556074,,P
657,P10810,,P
658,P500566,,P
659,P9831,,P
660,P279007,,P
661,P358151,,P
662,P276884,,P
663,P275202,,P
664,P85913,,P
665,P536472,,P
666,P9189,,P
667,P359137,,P
668,P309427,,P
669,P552278,,P
670,P162680,,P
671,P486744,,P
672,P358688,,P
673,P627110,,P
674,P277776,,P
675,P436818,,P
676,P551831,,P
677,P162910,,P
678,P360859,,P
679,P276587,,P
680,P596243,,P
681,P596820,,P
682,P308353,,P
683,P7694,,P
684,P278542,,P
685,P277021,,P
686,P436997,,P
687,P486861,,P
688,P156935,,P
689,P596030,,P
690,P437362,,P
691,P626313,,P
692,P85638,,P
693,P9605,,P
694,P359157,,P
695,P596102,,P
696,P536593,,P
697,P275334,,P
698,P277165,,P
699,P597649,,P
700,P487273,,P
701,P278209,,P
702,P554518,,P
703,P10657,,P
704,P278616,,P
705,P86737,,P
706,P116883,,P
707,P276298,,P
708,P357361,,P
709,P504431,,P
710,P436288,,P
711,P435962,,P
712,P85633,,P
713,P357454,,P
714,P275932,,P
715,P555948,,P
716,P555615,,P
717,P596461,,P
718,P360883,,P
719,P361150,,P
720,P361201,,P
721,P276883,,P
722,P277256,,P
723,P595964,,P
724,P361005,,P
725,P552270,,P
726,P550849,,P
727,P597765,,P
728,P504031,,P
729,P596346,,P
730,P551977,,P
731,P278644,,P
732,P360364,,P
733,P486927,,P
734,P436118,,P
735,P7981,,P
736,P503908,,P
737,P8248,,P
738,P10343,,P
739,P275909,,P
740,P360944,,P
741,P504405,,P
742,P554158,,P
743,P597427,,P
744,P277787,,P
745,P275870,,P
746,P436757,,P
747,P552153,,P
748,P277870,,P
749,P597388,,P
750,P85910,,P
751,P486605,,P
752,P9385,,P
753,P309618,,P
754,P158781,,P
755,P436903,,P
756,P276086,,P
757,P595762,,P
758,P555886,,P
759,P278375,,P
760,P275231,,P
761,P597538,,P
762,P596442,,P
763,P536254,,P
764,P276164,,P
765,P436367,,P
766,P555095,,P
767,P551012,,P
768,P360177,,P
769,P436385,,P
770,P555184,,P
771,P276246,,P
772,P359553,,P
773,P8151,,P
774,P11715,,P
775,P500521,,P
776,P276040,,P
777,P357112,,P
778,P436548,,P
779,P9087,,P
780,P596225,,P
781,P11057,,P
782,P308123,,P
783,P595351,,P
784,P552410,,P
785,P436498,,P
786,P309909,,P
787,P504453,,P
788,P555807,,P
789,P275264,,P
790,P596000,,P
791,P554442,,P
792,P163074,,P
793,P278415,,P
794,P487186,,P
795,P555477,,P
796,P597460,,P
797,P437002,,P
798,P308612,,P
799,P157105,,P
800,P117074,,P
801,P9884,,P
802,P435987,,P
803,P9729,,P
804,P504046,,P
805,P276961,,P
806,P11107,,P
807,P536491,,P
808,P118470,,P
809,P277022,,P
810,P357728,,P
811,P357740,,P
812,P275903,,P
813,P277473,,P
814,P554758,,P
815,P554508,,P
816,P595814,,P
817,P595823,,P
818,P437361,,P
819,P556231,,P
820,P550983,,P
821,P278072,,P
822,P12110,,P
823,P11123,,P
824,P486860,,P
825,P595360,,P
826,P162825,,P
827,P309938,,P
828,P554924,,P
829,P277879,,P
830,P278754,,P
831,P551949,,P
832,P597642,,P
833,P309053,,P
834,P552615,,P
835,P275261,,P
836,P358080,,P
837,P551762,,P
838,P596414,,P
839,P597731,,P
840,P359333,,P
841,P10252,,P
842,P556066,,P
843,P504022,,P
844,P358760,,P
845,P10178,,P
846,P552294,,P
847,P357742,,P
848,P12300,,P
849,P556018,,P
850,P437121,,P
851,P554146,,P
852,P9754,,P
853,P10152,,P
854,P357309,,P
855,P278990,,P
856,P436862,,P
857,P356694,,P
858,P360450,,P
859,P359609,,P
860,P309660,,P
861,P11760,,P
862,P626685,,P
863,P596550,,P
864,P309677,,P
865,P11738,,P
866,P357459,,P
867,P275714,,P
868,P536219,,P
869,P551563,,P
870,P504308,,P
871,P9263,,P
872,P436201,,P
873,P359828,,P
874,P162660,,P
